"	LoanAmount	CreationDate	fpd_15	data.Request.Input.CB2.MaxDPD	data.Request.Input.CB2.Labelling	data.Request.Input.CB2.CurrentDPD	data.Request.Input.CB2.Outstandingloan	data.Request.Input.CB1.MaxDPD	data.Request.Input.CB1.Labelling	data.Request.Input.CB1.CurrentDPD	data.Request.Input.CB1.Outstandingloan	data.Request.Input.Customer.EducationStatus	data.Request.Input.Customer.TotalExistingExposure	data.Request.Input.Customer.Income.Final	data.Request.Input.Customer.Gender	data.Request.Input.Customer.NumberOfChildren	data.Request.Input.Customer.AddressLGA	data.Request.Input.Customer.Employment.EmployerLGA	data.Request.Input.Customer.Employment.IndustrySector	data.Request.Input.Customer.Employment.BusinessSector	data.Request.Input.Customer.Employment.NumberOfEmployees	data.Request.Input.Customer.DateOfBirth	data.Request.Input.Customer.ResidentialStatus	data.Request.Input.Customer.MaritalStatus	data.Request.Input.Customer.ExistingCustomer	data.Request.Input.Customer.TimeAtAddressMM	data.Request.Input.SalaryService.MonthlyElectricitySpending4	data.Request.Input.SalaryService.MinimumBalance	data.Request.Input.SalaryService.MinimumCredit	data.Request.Input.SalaryService.AvgNumDebitMn	data.Request.Input.SalaryService.MonthlyCashFlow2	data.Request.Input.SalaryService.MonthlyCashFlow3	data.Request.Input.BVN.StateOfOrigin	data.Request.Input.PrevApplication.LoanAmount	data.Request.Input.PrevApplication.LoanTerm	data.Request.Input.PrevApplication.InterestRate	data.Request.Input.Application.RequestedLoanTerm	data.Request.Input.SalaryService.OpeningBalance",,,
"2625	180000.0	2023-04-26	0	60.0	NTC	0.0	920000.0		Near-Prime			Graduate	1618000.0	20932000.0	1		Surulere	Lagos Mainland	Computer programming"," consultancy and related activities	Wholesale and retail trade	3.0	1964-03-12	With Friends	Divorced	0								Nasarawa State				13.0	",,
"2626	180000.0	2023-05-24	0	0.0	Sub-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Post Graduate	1113000.0	10566000.0	0		Mushin	Shomolu	Water collection"," treatment and supply	Services		1968-10-11	With Friends	Married	0								Ondo State				12.0	",,
"2627	230000.0	2023-04-13	1		Sub-Prime				NTC			Secondary	2996000.0	23448000.0	0		Eti-Osa	Port-Harcourt	Crop Production	Waste Management Activities		1985-12-30	With Relatives	Single	0								Plateau State				12.0	",,,
"2628	210000.0	2023-04-10	1	0.0	Sub-Prime	0.0	0.0		Prime			Post Graduate	194000.0	1372000.0	1		Kuje	Surulere	Asset management	Real estate activities		1977-05-25	With Relatives	Widowed	0								Ogun State				10.0	",,,
"2629	3480000.0	2023-06-27	0	0.0	NTC	0.0	0.0		Prime		0.0	Primary	3803000.0	17396000.0	0		Ijebu North	Port Harcourt	Real Estate Construction	Finance		1989-10-23	With Relatives	Single	0								Jigawa State				18.0	",,,
"2630	1790000.0	2023-03-21	0	0.0	Near-Prime	0.0	970000.0	0.0	Sub-Prime	0.0	1020000.0	Graduate	1513000.0	10368000.0	1	1.0	Ijebu North	Port Harcourt	Programming and broadcasting activities	Industrial Goods	17.0	1982-12-31	With Friends	Married	1	216.0							DELTA State	196000.0	5.0	5.0	14.0	",,,
"2631	4720000.0	2023-08-09	0	0.0	Sub-Prime	0.0	0.0		Near-Prime		0.0	Graduate	4024000.0	119094000.0	0		Epe	Obafemi-Owode	Employment activities	Waste Management Activities		1992-07-20	Renting	Single	0		59175800.0	-8005500.0	0.0	220.0	1902000.0	-7903000.0	ABIA State				16.0	585000.0",,,
"2632	160000.0	2023-06-22	1	0.0	Prime	0.0	0.0	0.0	Prime	0.0	20000.0	Post Graduate	169000.0	9979000.0	1		Mushin	Ibeju/Lekki	Power generation/power plants	Power and Energy	0.0	1988-08-14	Renting	Married	0		0.0	100.0	0.0	50.0	21000.0	-29000.0	Kogi State				14.0	445000.0",,,
"2633	180000.0	2023-07-07	1		NTC		0.0	0.0	Sub-Prime	0.0	0.0	Graduate	277000.0	1362000.0	0		Port Harcourt	Mushin	Travel/tourism	Utilities		1991-10-12	With Relatives	Widowed	0								Plateau State				10.0	",,,
"2634	4530000.0	2023-05-12	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	5886000.0	44476000.0	0		Kwali	Abeokuta North	Merchant Banks and Other Wealth Management institutions	Administrative and support service activities		1981-04-28	Renting	Divorced	0								Ebonyi State				16.0	",,,
"2635	200000.0	2023-05-24	0	1100.0	Sub-Prime	1100.0	100000.0	180.0	Prime	0.0	1910000.0	Primary	252000.0	1531000.0	0	0.0	Amuwo-Odofin	Bwari	Water collection"," treatment and supply	Finance	3.0	1971-02-21	Renting	Divorced	1	0.0							Delta State	240000.0	12.0	13.0	10.0	",,
"2636	330000.0	2023-06-16	0	0.0	Near-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Primary	352000.0	1456000.0	0		Ibeju/Lekki	Kuje	Other education	Transportation and storage	0.0	1987-06-24	Renting	Single	0		0.0	0.0	400.0	170.0	118000.0	-230000.0	Nasarawa State				16.0	25000.0",,,
"2637	230000.0	2023-06-10	1	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	242000.0	1178000.0	0		Kosofe	Oshodi-Isolo	Charity	Agriculture		1988-10-10	Renting	Divorced	0								Abia State				10.0	",,,
"2638	700000.0	2023-08-12	1	0.0	Near-Prime	0.0	0.0	0.0	Prime	0.0	530000.0	Primary	794000.0	3537000.0	0		Ifako-Ijaye	Badagry	Wood and related products	Oil and Gas		1985-05-24	With Friends	Single	0	236.0		-308400.0	0.0	100.0			Enugu State				16.0	3000.0",,,
"2639	540000.0	2023-07-25	0	0.0	Near-Prime	0.0	90000.0	1.0	Sub-Prime	1.0	60000.0	Post Graduate	514000.0	3536000.0	1	3.0	Ikeja	Epe	Employment activities	Government	2.0	1978-07-12	With Relatives	Single	1	580.0							Jigawa State	2301000.0	14.0	15.0	13.0	",,,
"2640	1040000.0	2023-10-19	0		Prime		0.0		Prime		0.0	Graduate	1108000.0	5119000.0	0		Ikeja	Egbeda	Other education	Online		1987-02-12	With Relatives	Widowed	0								Yobe State				16.0	",,,
"2641	180000.0	2023-06-06	1		Near-Prime				Prime			Graduate	170000.0	1332000.0	1		Ifako-Ijaye	Port-Harcourt	Other waste management services	Services		1980-10-15	Renting	Married	0								Kebbi State				13.0	",,,
"2642	2580000.0	2023-02-28	0	0.0	NTC	0.0	0.0	0.0	NTC	0.0	0.0	HND	2600000.0	6434000.0	0	2.0	Alimosho	Ifo	Power generation/power plants	Professional"," scientific and technical activities	3.0	1984-11-01	With Friends	Single	1	42.0							Delta State	1388000.0	34.0	10.0	20.0	",,
"2643	190000.0	2023-06-30	1	0.0	NTC	0.0	490000.0		Near-Prime		0.0	Graduate	763000.0	8508000.0	0		Ikeja	Ibadan Central	Gambling and betting activities	Utilities	3.0	1988-08-30	With Relatives	Married	0								Niger State				10.0	",,,
"2644	200000.0	2023-01-25	1	0.0	Prime	0.0		0.0	Near-Prime	0.0	0.0	Graduate	196000.0	2167000.0	0		Surulere	Oshodi-Isolo	Remediation activities	Construction		1994-04-09	With Relatives	Single	0		0.0	100.0	100.0	90.0	-371000.0	525000.0	Abia State				14.0	",,,
"2645	220000.0	2023-04-18	0	0.0	Near-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Post Graduate	992000.0	7261000.0	1		Abuja Municipal	Port-Harcourt	Educational support services	Consumer Goods	1.0	1979-01-24	With Relatives	Widowed	0	177.0							Delta State				14.0	",,,
"2646	5380000.0	2023-07-28	0	0.0	Near-Prime	0.0	0.0		Near-Prime		0.0	Post Graduate	4976000.0	100542000.0	0		Bwari	Oshodi-Isolo	Leather and related products	Services	5.0	1968-01-03	Renting	Widowed	0								Bayelsa State				18.0	",,,
"2647	840000.0	2023-09-07	0		Prime		0.0	0.0	Sub-Prime	0.0	0.0	Graduate	2905000.0	20492000.0	1		Kuje	Akure North	Hotel and leisure	Wholesale and retail trade		1996-09-08	Owner	Single	0								Delta State				12.0	",,,
"2648	180000.0	2023-06-18	1	0.0	Near-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	260000.0	1218000.0	0		Port Harcourt	Mushin	Water Collection"," treatment and supply	General		1989-05-28	With Friends	Divorced	0								Kebbi State				15.0	",,
"2649	180000.0	2023-06-07	0	0.0	NTC	0.0	20000.0	595.0	NTC	595.0	30000.0	Primary	394000.0	2014000.0	1		Shomolu	Kosofe	Waste collection"," treatment and disposal	Arts"," entertainment and recreation	2.0	1985-06-10	With Relatives	Widowed	0								Kebbi State				11.0	",
"2650	220000.0	2023-02-18	1	0.0	Near-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	185000.0	818000.0	0	2.0	Bwari	Port-Harcourt	Chemicals and chemical products	Wholesale and retail trade	4.0	1986-07-17	With Friends	Married	1	62.0	0.0	-3600.0	0.0	160.0	7000.0	-3000.0	ABIA State	596000.0	12.0	6.0	24.0	",,,
"2651	110000.0	2023-02-14	0	0.0	NTC	93.0	1170000.0	0.0	NTC	0.0	150000.0	Post Graduate	131000.0	880000.0	1	0.0	Shomolu	Kwali	Transport related	General	1.0	1996-04-08	Renting	Married	1	45.0							Kebbi State	164000.0	3.0	19.0	12.0	",,,
"2652	2250000.0	2023-06-28	0	0.0	Prime	0.0	0.0		Sub-Prime		0.0	Graduate	1931000.0	12106000.0	0	0.0	Ifo	Badagry	Other education	Waste Management Activities	2.0	1994-11-05	Owner	Married	1	1.0		800.0	500.0	260.0			Akwa Ibom State	820000.0	17.0	12.0	14.0	111000.0",,,
"2653	2220000.0	2023-03-20	0	0.0	Prime	0.0	0.0	0.0	NTC	0.0	0.0	Graduate	3064000.0	35760000.0	0		Mushin	Ibeju/Lekki	Information and Communication Technology	Arts"," entertainment and recreation		1986-03-14	With Relatives	Widowed	0								Kogi State				26.0	",,
"2654	180000.0	2023-03-10	1	0.0	Sub-Prime	0.0		0.0	Sub-Prime	0.0		Graduate	248000.0	1682000.0	0		Kosofe	Epe	Fishing	Finance		1999-06-19	With Friends	Widowed	0								Oyo State				13.0	",,,
"2655	180000.0	2023-03-14	0	0.0	Prime	0.0	200000.0	0.0	Prime	0.0	0.0	Secondary	150000.0	1317000.0	1		Oshodi-Isolo	Port Harcourt	Pharmaceuticals	Finance	4.0	1994-07-12	Owner	Single	1	19.0							Ogun State	158000.0	13.0	31.0	11.0	",,,
"2656	220000.0	2023-05-16	1	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Primary	200000.0	1456000.0	0		Agege	Gwagwalada	Restaurant	Waste Management Activities	2.0	1985-08-26	Owner	Married	0	52.0							Ebonyi State				12.0	",,,
"2657	80000.0	2023-03-27	1	0.0	Sub-Prime	0.0	350000.0	0.0	Near-Prime	0.0	50000.0	Graduate	118000.0	826000.0	0	0.0	Ojo	Mushin	Poultry and livestock	Mining and Quarrying	2.0	1982-08-27	With Relatives	Divorced	0	98.0							Niger State				3.0	",,,
"2658	200000.0	2023-05-13	1		Near-Prime				NTC			Secondary	317000.0	1644000.0	1		Ojo	Surulere	Commercial bank	Construction	1.0	1997-10-08	With Friends	Divorced	0								Ebonyi State				16.0	",,,
"2659	100000.0	2023-05-13	0	0.0	Sub-Prime	0.0	250000.0	639.0	Sub-Prime	639.0	270000.0	Graduate	355000.0	-158106000.0	1	1.0	Ijebu Ode	Ifako-Ijaye	Other education	Finance	1.0	1993-02-19	With Relatives	Divorced	1	369.0							LAGOS State	45000.0	3.0	21.0	11.0	",,,
"2660	800000.0	2023-08-29	0	0.0	Prime	0.0	680000.0		Prime		0.0	Post Graduate	1913000.0	15240000.0	0		Ijebu North	Gwagwalada	Fabricated metal products	Real estate activities	3.0	1995-07-20	Renting	Single	1								Nasarawa State	509000.0	4.0	13.0	11.0	",,,
"2661	1560000.0	2023-06-29	0	0.0	Sub-Prime	0.0	440000.0	3.0	Prime	3.0	2050000.0	HND	1731000.0	6416000.0	1		Ijebu Ode	Ifako-Ijaye	Coal"," Lignite and Metal Ores	Wholesale and retail trade		1965-11-13	Renting	Married	0			0.0	200.0	130.0			Benue State				15.0	3000.0",,
"2662	510000.0	2023-07-24	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	HND	497000.0	23049000.0	0		Ijebu Ode	Ikenne	Apparel Retail	General		1990-02-03	With Relatives	Single	0		816400.0	-1051600.0	0.0	60.0	10000.0	-13000.0	Edo State				16.0	681000.0",,,
"2663	190000.0	2023-05-20	0	0.0	Near-Prime	0.0	0.0	1.0	Sub-Prime	1.0	340000.0	Graduate	442000.0	2261000.0	0	0.0	Ifako-Ijaye	Amuwo-Odofin	Home Developers	Professional"," scientific and technical activities	5.0	1987-05-09	Renting	Widowed	1	78.0	5316900.0	-283300.0	0.0	140.0	573000.0	-274000.0	Ogun State	3430000.0	13.0	11.0	11.0	1000.0",,
"2664	140000.0	2023-03-11	0	0.0	Sub-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Graduate	108000.0	781000.0	0	4.0	Mushin	Akure North	Information and Communication Technology	Finance	2.0	1982-01-15	Renting	Widowed	1	66.0	0.0	-41200.0	0.0	90.0	2000.0	2000.0	OYO State	961000.0	42.0	11.0	3.0	",,,
"2665	180000.0	2023-06-21	1	0.0	Sub-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	238000.0	1432000.0	0		Ijebu Ode	Gwagwalada	Computer programming"," consultancy and related activities	Utilities		2000-05-31	Owner	Divorced	0								Katsina State				14.0	",,
"2666	230000.0	2023-05-12	1	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	1470000.0	8695000.0	0		Ifako-Ijaye	Shomolu	Other waste management services	Consumer Goods		1996-01-08	Renting	Married	0								Cross River State				10.0	",,,
"2667	5200000.0	2023-09-24	0	0.0	Prime	0.0	160000.0	0.0	Sub-Prime	0.0	430000.0	Graduate	5372000.0	52751000.0	0		Ijebu Ode	Ikorodu	Computer programming"," consultancy and related activities	Construction	7.0	1979-09-27	Owner	Single	0								OSUN State				17.0	",,
"2668	5200000.0	2023-06-27	0		Near-Prime				Prime			HND	4456000.0	32040000.0	0	0.0	Abuja Municipal	Obafemi-Owode	Building construction	Wholesale and retail trade	15.0	1992-11-28	With Relatives	Divorced	0	106.0							Kebbi State				16.0	",,,
"2669	2820000.0	2023-02-14	1	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	470000.0	Secondary	3425000.0	76738000.0	0	5.0	Ijebu North	Oshodi-Isolo	Other business support activities	Waste Management Activities	3.0	1976-10-18	With Friends	Divorced	1	620.0	0.0	27700.0	0.0	60.0	9895000.0	-7839000.0	Taraba State	4756000.0	9.0	7.0	7.0	",,,
"2670	4720000.0	2023-06-25	0	0.0	Sub-Prime	0.0	40000.0		Sub-Prime		0.0	HND	5155000.0	532320000.0	0		Kuje	Oshodi-Isolo	Brokerage	Utilities		1980-10-07	With Relatives	Married	0								Jigawa State				14.0	",,,
"2671	1610000.0	2023-06-22	0	0.0	NTC	0.0	0.0		Near-Prime		0.0	Graduate	3266000.0	15156000.0	0		Ikeja	Obafemi-Owode	Furniture	Extraterritorial organizations		1986-08-01	Owner	Single	0		1626700.0	-25600.0	0.0	150.0	-73000.0	11000.0	Bayelsa State				17.0	20000.0",,,
"2672	2410000.0	2023-03-07	0		Near-Prime				Near-Prime			Primary	2873000.0	19181000.0	0		Mushin	Ifo	Lending	Industrial Goods		1984-07-12	With Relatives	Widowed	1		0.0	5800.0	500.0	190.0	-0.0	66000.0	Kano State	910000.0	10.0	12.0	12.0	",,,
"2673	160000.0	2023-06-26	1	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	206000.0	1284000.0	0		Mushin	Ikenne	Creative arts and entertainment activities	Wholesale and retail trade		1990-12-25	With Friends	Married	0								Rivers State				12.0	",,,
"2674	2710000.0	2023-05-11	0	0.0	Sub-Prime	0.0			Sub-Prime			Post Graduate	2417000.0	142143000.0	0		Abuja Municipal	Asari-Toru	Field services	Utilities		1968-07-28	Renting	Married	0			-2401400.0	0.0	590.0			Edo State				11.0	",,,
"2675	210000.0	2023-06-09	0	0.0	Prime	0.0	0.0	0.0	NTC	0.0	0.0	Graduate	561000.0	60000.0	1		Ojo	Apapa	Commercial bank	Construction	3.0	1989-10-29	With Friends	Divorced	1	51.0	0.0	10100.0	0.0	180.0	188000.0	-478000.0	Borno State	779000.0	15.0	13.0	11.0	887000.0",,,
"2676	210000.0	2023-05-29	1		NTC		0.0	0.0	Prime	0.0	0.0	Graduate	174000.0	1156000.0	0		Port Harcourt	Ikeja	Water Collection"," treatment and supply	Real estate activities	3.0	1995-01-10	With Friends	Widowed	0								Bayelsa State				13.0	",,
"2677	840000.0	2023-03-14	0	0.0	Near-Prime	0.0	0.0	0.0	NTC	0.0	180000.0	Graduate	1790000.0	4234000.0	1		Port Harcourt	Kwali	Charity	Utilities	2.0	1980-12-17	With Friends	Widowed	1		308800.0	-52000.0	0.0	80.0	-36000.0	-190000.0	Plateau State	288000.0	5.0	15.0	7.0	",,,
"2678	3000000.0	2023-11-04	0	0.0	NTC	30.0	1050000.0		Prime		0.0	Post Graduate	2457000.0	12787000.0	0	0.0	Kuje	Ikenne	Apparel Retail	Utilities		1981-03-10	With Friends	Widowed	1	9.0		800.0	0.0	320.0			Bauchi State	1627000.0	19.0	10.0	15.0	",,,
"2679	4870000.0	2023-09-12	0	0.0	NTC	0.0	1070000.0		Sub-Prime		0.0	Graduate	4749000.0	62916000.0	0		Amuwo-Odofin	Abaji	Real Estate Construction	Waste Management Activities	0.0	1997-09-09	Owner	Married	0								Ogun State				19.0	",,,
"2680	2250000.0	2023-07-10	1		Sub-Prime		0.0	0.0	Near-Prime	0.0	0.0	Primary	1763000.0	10349000.0	0		Amuwo-Odofin	Ikeja	Multilateral Development Agencies (MDA)	Finance		1993-01-08	With Relatives	Married	0								OYO State				16.0	",,,
"2681	520000.0	2023-05-17	0	0.0	Near-Prime	0.0	280000.0	0.0	Near-Prime	0.0	400000.0	Post Graduate	815000.0	7952000.0	0	1.0	Port Harcourt	Ikenne	Plantation	Online	5.0	1991-01-27	With Relatives	Widowed	1	44.0							Edo State	1582000.0	28.0	9.0	12.0	",,,
"2682	1860000.0	2023-05-06	0		Near-Prime				Prime			Post Graduate	3522000.0	19460000.0	0		Shomolu	Port Harcourt	Libraries", archives," museums and others	Oil and Gas		1969-01-10	With Friends	Married	1	231.0							Cross River State	877000.0	21.0	12.0	12.0	",
"2683	3810000.0	2023-09-16	0	0.0	Prime	0.0	470000.0	0.0	Near-Prime	0.0	0.0	Graduate	4258000.0	33782000.0	1		Ikeja	Badagry	Breweries	Information and communication	0.0	1993-01-20	With Relatives	Divorced	0								Imo State				16.0	",,,
"2684	2160000.0	2023-08-29	0	0.0	Sub-Prime	0.0	0.0		Near-Prime		0.0	HND	2383000.0	6136000.0	0		Ibeju/Lekki	Akure North	Confectionaries	Construction		1977-09-27	With Friends	Married	0		0.0	2300.0	100.0	90.0	-0.0	-1000.0	Imo State				4.0	2000.0",,,
"2685	220000.0	2023-06-13	1		NTC		0.0	0.0	NTC	0.0	0.0	Post Graduate	1026000.0	7138000.0	0		Eti-Osa	Port-Harcourt	Waste collection"," treatment and disposal	Online	2.0	1965-12-03	With Friends	Married	0								Enugu State				11.0	",,
"2686	220000.0	2023-03-22	1	117.0	Sub-Prime	117.0	230000.0	0.0	Prime	0.0	240000.0	Graduate	247000.0	2229000.0	1		Mushin	Ifako-Ijaye	Soft drinks/beverages	Real estate activities		1989-12-06	With Friends	Married	0								Jigawa State				12.0	",,,
"2687	220000.0	2023-04-12	0	1679.0	Near-Prime	1679.0	120000.0	360.0	Near-Prime	0.0	100000.0	Graduate	884000.0	8386000.0	1		Ifo	Gwagwalada	Federal(Direct)	Wholesale and retail trade	5.0	1987-08-23	With Friends	Divorced	1								Kano State	231000.0	13.0	14.0	14.0	",,,
"2688	230000.0	2023-09-22	0	0.0	Near-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	249000.0	1976000.0	1		Ifo	Amuwo-Odofin	Crude oil refining	Services		1993-08-05	With Relatives	Single	0	47.0		-137100.0	0.0	80.0			Akwa Ibom State				13.0	0.0",,,
"2689	1800000.0	2023-06-03	0	0.0	NTC	0.0	10000.0	0.0	NTC	0.0	0.0	Post Graduate	2468000.0	19953000.0	0	2.0	Amuwo-Odofin	Badagry	Independent Power Projects (IPP)	Utilities	7.0	1992-02-09	With Friends	Married	1	43.0							Imo State	2090000.0	12.0	11.0	10.0	",,,
"2690	120000.0	2023-05-18	1	0.0	Near-Prime	0.0	10000.0		Prime		0.0	Secondary	103000.0	846000.0	0		Lagos Mainland	Oshodi-Isolo	Water collection"," treatment and supply	Consumer Goods		1989-05-22	With Relatives	Married	0								Cross River State				18.0	",,
"2691	80000.0	2023-01-28	1	404.0	NTC	404.0	270000.0	0.0	Sub-Prime	0.0	260000.0	Primary	784000.0	5726000.0	0	3.0	Mushin	Shagamu	Charity	Wholesale and retail trade	1.0	1980-05-24	With Relatives	Widowed	1	111.0							Taraba State	53000.0	10.0	6.0	13.0	",,,
"2692	870000.0	2023-06-03	1	0.0	Sub-Prime	0.0	0.0	0.0	NTC	0.0	0.0	Post Graduate	1003000.0	4593000.0	0		Kuje	Oshodi-Isolo	Gasoline stations	Finance		1986-03-27	Owner	Single	0								Oyo State				17.0	",,,
"2693	290000.0	2023-07-17	0	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	262000.0	1649000.0	0		Kuje	Ibeju/Lekki	Information and Communication Technology	Finance		1980-02-07	Renting	Married	0								Jigawa State				13.0	",,,
"2694	190000.0	2023-05-07	0	0.0	NTC	0.0	0.0		Sub-Prime			HND	365000.0	2957000.0	0		Bwari	Ibeju/Lekki	Other education	Waste Management Activities	0.0	1984-09-02	With Relatives	Single	0								OYO State				12.0	",,,
"2695	100000.0	2023-04-15	0	441.0	Sub-Prime	441.0	20000.0	0.0	Prime	0.0	30000.0	Secondary	129000.0	1098000.0	0	0.0	Bwari	Surulere	Waste collection"," treatment and supply	General	0.0	1999-09-08	Owner	Married	1	52.0							Kaduna State	43000.0	56.0	12.0	14.0	",,
"2696	230000.0	2023-04-20	1	0.0	Sub-Prime	0.0	40000.0		Near-Prime			Post Graduate	262000.0	2253000.0	1		Abuja Municipal	Mushin	Other manufacturing	Utilities		1995-11-28	With Friends	Married	0								kaduna State				12.0	",,,
"2697	200000.0	2023-06-09	1	0.0	Near-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	2420000.0	14729000.0	0		Shagamu	Port-Harcourt	Oil - downstream	Waste Management Activities		1975-10-31	With Relatives	Widowed	0								OYO State				14.0	",,,
"2698	3250000.0	2023-04-29	0	0.0	Sub-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Post Graduate	3034000.0	36562000.0	0		Kosofe	Amuwo-Odofin	Other education	Transportation and storage		1985-07-29	With Relatives	Married	0								Nasarawa State				18.0	",,,
"2699	180000.0	2023-05-20	1	456.0	Near-Prime	456.0	80000.0	0.0	Prime	0.0	90000.0	Secondary	272000.0	1911000.0	0		Lagos Mainland	Ajeromi-Ifelodun	Other education	Administrative and support service activities		1983-04-03	With Friends	Single	0								Yobe State				11.0	",,,
"2700	230000.0	2023-06-30	1	0.0	Near-Prime	0.0	0.0		Near-Prime		0.0	Graduate	194000.0	1288000.0	0		Abuja Municipal	Kwali	Asset management	Wholesale and retail trade	3.0	1996-02-19	With Friends	Divorced	0								Cross River State				13.0	",,,
"2701	100000.0	2023-06-05	1	0.0	Near-Prime	0.0	0.0	0.0	NTC	0.0	0.0	Secondary	122000.0	698000.0	0		Kuje	Badagry	Textiles and Wearing Apparel	Utilities	3.0	1997-07-13	With Friends	Divorced	0	16.0							Lagos State				11.0	",,,
"2702	800000.0	2023-09-18	0	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	1038000.0	5252000.0	0		Bwari	Lagos Mainland	Commercial bank	Construction	0.0	1992-03-13	With Relatives	Widowed	0			-0.0	0.0	120.0			Gombe State				14.0	116000.0",,,
"2703	190000.0	2023-06-27	1		Near-Prime		0.0	0.0	Near-Prime	0.0	0.0	Graduate	216000.0	1227000.0	0		Abeokuta North	Ibadan North West	Wholesale trade	Consumer Goods		1975-09-20	Renting	Married	0								Niger State				12.0	",,,
"2704	3600000.0	2023-06-08	0	0.0	NTC	0.0	0.0	0.0	Prime	0.0	0.0	Post Graduate	3156000.0	21517000.0	0		Abuja Municipal	Ifako-Ijaye	Tobacco products	Information and communication		1987-09-04	Owner	Married	0			200.0	600.0	120.0			IMO State				17.0	133000.0",,,
"2705	200000.0	2023-03-11	0	0.0	Prime	0.0	0.0	0.0	Near-Prime	0.0	60000.0	Primary	2379000.0	14818000.0	0	0.0	Port Harcourt	Eleme	Water collection"," treatment and supply	Transportation and storage		1996-08-19	With Relatives	Divorced	1	72.0							Kebbi State	2073000.0	29.0	10.0	10.0	",,
"2706	200000.0	2023-05-03	1	0.0	Near-Prime	0.0	20000.0	0.0	Prime	0.0	0.0	Graduate	150000.0	1353000.0	0		Ifako-Ijaye	Kwali	Microfinance bank	Government		2000-11-19	Owner	Married	0								Ogun State				11.0	",,,
"2707	2440000.0	2023-08-04	0		Prime		0.0	0.0	Sub-Prime	0.0	0.0	Graduate	1988000.0	8824000.0	0	3.0	Mushin	Surulere	Charity	Finance	6.0	1973-02-21	Renting	Widowed	1	4.0							Cross River State	2890000.0	42.0	8.0	15.0	",,,
"2708	3010000.0	2023-03-04	0	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0		Graduate	2966000.0	39560000.0	1		Kuje	Kuje	Coal"," Lignite and Metal Ores	Construction		1989-03-17	With Relatives	Married	0								Abia State				31.0	",,
"2709	90000.0	2023-07-12	0	0.0	Sub-Prime	0.0	40000.0		Sub-Prime		0.0	Graduate	283000.0	2211000.0	1		Agege	Agege	Water Collection"," treatment and supply	Government	2.0	1982-06-04	With Relatives	Divorced	1	68.0							Kebbi State	40000.0	1.0	26.0	13.0	",,
"2710	960000.0	2023-10-19	0	0.0	Near-Prime	0.0	100000.0		Sub-Prime		0.0	Post Graduate	1113000.0	6423000.0	0		Abuja Municipal	Ikeja	Field services	Utilities		1973-02-21	With Relatives	Divorced	0			6000.0	0.0	160.0			Adamawa State				16.0	2394000.0",,,
"2711	230000.0	2023-07-02	1		Sub-Prime		0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	3724000.0	20515000.0	0		Abeokuta South	Shomolu	Motor vehicles	Arts"," entertainment and recreation		2000-07-23	Owner	Married	0								Yobe State				11.0	",,
"2712	190000.0	2023-01-26	1	292.0	Near-Prime	292.0	110000.0	0.0	Sub-Prime	0.0	20000.0	Graduate	251000.0	1290000.0	0	0.0	Epe	Ikeja	Building construction	Online	1.0	1995-08-31	With Friends	Married	1	30.0							Niger State	639000.0	8.0	12.0	10.0	",,,
"2713	830000.0	2023-04-12	0		Near-Prime				Prime			Primary	812000.0	4684000.0	0		Surulere	Epe	Plantation	Agriculture	6.0	1992-11-27	With Friends	Single	1								Kogi State	1767000.0	6.0	7.0	11.0	",,,
"2714	230000.0	2023-06-03	1	0.0	Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	409000.0	2730000.0	0		Kuje	Abeokuta South	Religious bodies	Agriculture		1991-09-09	With Friends	Divorced	0		0.0	0.0	0.0	90.0	567000.0	397000.0	Adamawa State				13.0	187000.0",,,
